-103.73,9
-99.44,166
-95.16,185
-90.71,170
-86.43,191
-82.16,1104
-77.72,1071
-73.45,1148
-69.19,1160
-64.77,1166
-60.5,1160
-56.24,1231
-51.98,1142
-47.57,1212
-43.32,1248
-39.07,1220
-34.66,1316
-30.42,1211
-26.19,1224
-21.79,1306
-17.56,1334
-13.33,1300
-9.1,1332
-4.71,1417
-0.49,1386
3.73,1436
7.94,1500
12.32,1529
16.53,1519
20.73,1632
24.94,1717
29.14,1754
33.5,1918
37.69,1941
41.89,1998
46.08,2221
50.43,2501
54.61,2875
58.79,3276
62.97,4392
67.15,6112
71.31,9046
75.65,13985
79.81,21591
83.98,32531
88.15,48246
92.31,67864
96.46,90008
100.78,112086
104.93,132401
109.08,151149
113.22,168770
117.37,182482
121.51,193176
125.65,201510
129.94,206673
134.07,209409
138.19,211308
142.33,211993
146.44,211610
150.57,209814
154.69,207967
158.81,205394
162.91,202677
167.19,199798
171.3,197771
175.4,195903
179.51,194637
183.61,193554
187.7,192889
191.8,192022
195.89,191053
199.98,189784
204.06,188413
208.15,186907
212.23,185379
216.31,183739
220.38,181412
224.46,179293
228.53,176706
232.6,174268
236.66,171481
240.72,168433
244.78,166120
248.84,163756
252.9,162196
256.95,160767
261,159791
265.04,158793
269.08,158071
273.13,157675
277.17,157205
281.2,156741
285.24,156308
289.27,155578
293.3,154670
297.32,153633
301.35,152619
305.37,151171
309.39,149421
313.39,147770
317.41,146296
321.42,144812
325.27,143578
329.28,142364
333.29,141661
337.29,141171
341.28,141384
345.28,141775
349.27,142574
353.26,143129
357.25,143585
361.23,143956
365.06,144284
369.04,145233
373.02,146255
376.99,147305
380.96,147957
384.93,148047
388.9,148152
392.71,148011
396.67,146919
400.63,144861
404.59,142615
408.54,140421
412.5,138677
416.29,137142
420.24,135765
424.18,134864
428.13,134145
432.07,133285
435.85,132918
439.78,132476
443.72,131957
447.65,131469
451.57,131386
455.35,131866
459.27,131975
463.19,132610
467.1,132911
470.87,133277
474.78,133389
478.69,133478
482.59,133654
486.35,133153
490.25,133096
494.15,133204
498.05,133182
501.79,133458
505.68,133566
509.57,133365
513.46,132972
517.2,132493
521.08,131488
524.96,130241
528.69,129223
532.55,128694
536.42,128294
540.16,127812
544.02,126823
547.89,126338
551.6,125474
555.46,124765
559.32,123984
563.03,122745
566.88,122253
570.73,121481
574.42,120722
578.28,120074
582.12,119820
585.82,119581
589.66,120243
593.49,121824
597.17,121700
601.01,119247
604.69,117984
608.52,117718
612.34,117583
616.02,117602
619.84,117394
623.51,116244
627.33,115043
631.14,114043
634.79,113291
638.61,112593
642.27,112124
646.07,111785
649.73,111334
653.53,111335
657.32,110872
660.97,110787
664.76,110887
668.41,111229
672.19,111598
675.83,111911
679.61,112066
683.25,112448
687.03,112267
690.66,112326
694.43,112048
698.05,111582
701.82,111110
705.44,110045
709.21,109415
712.82,108760
716.58,107964
720.2,107512
723.95,107033
727.56,106692
731.31,106799
734.91,106760
738.66,106374
742.26,106066
745.85,105490
749.59,105192
753.18,104652
756.92,104046
760.51,103685
764.23,103637
767.82,103812
771.4,103944
775.12,104677
778.7,105489
782.42,106699
785.99,107769
789.56,108788
793.27,109815
796.84,111560
800.55,113851
804.11,116784
807.67,119346
811.37,121429
814.92,122944
818.48,124378
822.17,125707
825.72,126655
829.27,127009
832.95,125901
836.5,123446
840.04,121673
843.72,120727
847.25,120250
850.79,119518
854.46,118271
857.99,116823
861.52,115847
865.18,115702
868.71,115005
872.23,113971
875.89,113118
879.41,112793
882.92,112689
886.43,113063
890.09,113000
893.59,113150
897.1,112941
900.61,112936
904.25,112902
907.75,112942
911.25,113057
914.74,113119
918.38,112897
921.87,112448
925.36,112374
928.85,112001
932.47,112154
935.96,112507
939.44,113187
942.92,114605
946.4,116014
950.01,116072
953.48,114675
956.95,112212
960.42,110227
963.89,109478
967.5,109950
970.96,111099
974.42,115625
977.88,127104
981.34,133314
984.79,124375
988.38,116216
991.83,113781
995.28,113326
998.73,113443
1002.17,114280
1005.62,116324
1009.06,117193
1012.49,115492
1016.07,113394
1019.5,112372
1022.94,111765
1026.36,112116
1029.8,113304
1033.22,115514
1036.65,118860
1040.07,122547
1043.49,124575
1046.91,125309
1050.32,126693
1053.88,128932
1057.29,130197
1060.7,129839
1064.1,127782
1067.51,124496
1070.92,120732
1074.32,117558
1077.72,114545
1081.11,112235
1084.52,110555
1087.91,109914
1091.3,109515
1094.69,109259
1098.08,108683
1101.47,107356
1104.84,104870
1108.24,102062
1111.61,99586
1115,97716
1118.36,96401
1121.75,95028
1125.11,93773
1128.49,93001
1131.85,92586
1135.23,92247
1138.58,91799
1141.96,91067
1145.32,90636
1148.68,90631
1152.03,90561
1155.39,90728
1158.6,91004
1161.96,90982
1165.31,90709
1168.66,90330
1172,89991
1175.34,89555
1178.69,88664
1182.03,88096
1185.36,87545
1188.7,87512
1191.9,87376
1195.24,88204
1198.57,89212
1201.9,90488
1205.22,91896
1208.55,93436
1211.86,95120
1215.19,96999
1218.38,99024
1221.69,101163
1225.01,104050
1228.32,107108
1231.63,110639
1234.94,114606
1238.11,117020
1241.42,118274
1244.73,118457
1248.03,117605
1251.33,115447
1254.5,113410
1257.79,111140
1261.08,109977
1264.38,109793
1267.67,110919
1270.83,114497
1274.1,119869
1277.4,125313
1280.68,127564
1283.83,125335
1287.1,120461
1290.39,115488
1293.67,111121
1296.81,107651
1300.08,104814
1303.34,101774
1306.61,98722
1309.75,96404
1313.02,94646
1316.28,93387
1319.54,92268
1322.67,91020
1325.93,89112
1329.18,87690
1332.31,86563
1335.56,85449
1338.81,84852
1341.93,84668
1345.17,84637
1348.42,84494
1351.53,83853
1354.77,83152
1358.01,82451
1361.12,81832
1364.35,81008
1367.59,80797
1370.69,80771
1373.92,81323
1377.15,81889
1380.25,83094
1383.47,83493
1386.69,83599
1389.79,84421
1393,86189
1396.09,88345
1399.31,90656
1402.52,93613
1405.61,99213
1408.82,109042
1411.9,122606
1415.1,135212
1418.18,142220
1421.38,142380
1424.58,138782
1427.65,134414
1430.85,130079
1433.92,125861
1437.11,120797
1440.18,114075
1443.37,106443
1446.43,99120
1449.62,91841
1452.68,85234
1455.86,80136
1459.04,76050
1462.09,72778
1465.27,70396
1468.32,68521
1471.5,67014
1474.54,65729
1477.71,64712
1480.76,63708
1483.92,62968
1486.96,62235
1490,61877
1493.16,61304
1496.2,60961
1499.36,60625
1502.39,60368
1505.54,60053
1508.57,59729
1511.72,59264
1514.75,58973
1517.77,59074
1520.92,58778
1523.94,59061
1527.08,58981
1530.1,58856
1533.24,59275
1536.25,58957
1539.26,58214
1542.4,57945
1545.4,57664
1548.53,57477
1551.54,57450
1554.54,57475
1557.67,57558
1560.67,57685
1563.67,58220
1566.79,58795
1569.78,58802
1572.78,58751
1575.89,59118
1578.88,60564
1581.99,61844
1584.98,61798
1587.97,60805
1591.07,59639
1594.06,59152
1597.04,59044
1600.01,59211
1603.12,59041
1606.09,59210
1609.06,59546
1612.16,59979
1615.13,61255
1618.1,62843
1621.07,65751
1624.16,70349
1627.12,77098
1630.08,85145
1633.17,91846
1636.13,94330
1639.08,90117
1642.04,81804
1645.12,73241
1648.07,67113
1651.02,63146
1653.97,60167
1656.92,57664
1659.99,55948
1662.93,54541
1665.88,53150
1668.82,52081
1671.88,51075
1674.82,50300
1677.76,49359
1680.69,48720
1683.63,48124
1686.56,47610
1689.61,47301
1692.54,47012
1695.47,46923
1698.4,46825
1701.32,46838
1704.24,47026
1707.29,47312
1710.21,47608
1713.13,48364
1716.04,49395
1718.96,50524
1721.87,51484
1724.78,52110
1727.82,52434
1730.72,52109
1733.63,50978
1736.54,49510
1739.44,47918
1742.35,46674
1745.25,45662
1748.15,45122
1751.04,44563
1753.94,44125
1756.84,43764
1759.73,43465
1762.74,43297
1765.63,43078
1768.52,42925
1771.41,42711
1774.3,42244
1777.18,42074
1780.06,41681
1782.95,41457
1785.83,41006
1788.7,40713
1791.58,40370
1794.46,40137
1797.33,39815
1800.2,39572
1803.07,39035
1805.94,38808
1808.81,38546
1811.68,38395
1814.54,38089
1817.41,37803
1820.27,37705
1823.13,37341
1825.99,37053
1828.85,36987
1831.7,36797
1834.56,36540
1837.41,36413
1840.14,36292
1842.99,36141
1845.84,36071
1848.69,35951
1851.53,35825
1854.38,35726
1857.22,35629
1860.06,35445
1862.9,35432
1865.74,35307
1868.57,35235
1871.41,35284
1874.13,35130
1876.96,35178
1879.79,34932
1882.62,34803
1885.45,34756
1888.27,34848
1891.1,34754
1893.8,34763
1896.62,34787
1899.45,34838
1902.26,34677
1905.08,34607
1907.9,34554
1910.6,34515
1913.41,34436
1916.22,34309
1919.03,34406
1921.84,34180
1924.65,34135
1927.34,34050
1930.14,33895
1932.94,33922
1935.75,33822
1938.43,33683
1941.23,33511
1944.03,33455
1946.82,33238
1949.62,33079
1952.29,33018
1955.08,32810
1957.87,32665
1960.66,32480
1963.33,32354
1966.12,32110
1968.91,32134
1971.57,31857
1974.35,31662
1977.13,31354
1979.91,31272
1982.57,31037
1985.35,30871
1988.13,30629
1990.78,30568
1993.55,30286
1996.33,30166
1998.98,29994
2001.75,29915
2004.51,29730
2007.16,29743
2009.93,29461
2012.69,29379
2015.33,29290
2018.09,29090
2020.85,28938
2023.49,28882
2026.25,28698
2029,28696
2031.64,28552
2034.39,28520
2037.02,28425
2039.77,28447
2042.52,28108
2045.15,28218
2047.89,28074
2050.52,28048
2053.26,27939
2056,27992
2058.63,27780
2061.36,27660
2063.98,27560
2066.71,27699
2069.34,27601
2072.07,27468
2074.8,27392
2077.41,27461
2080.14,27363
2082.75,27264
2085.48,27244
2088.09,27186
2090.81,27124
2093.42,27020
2096.14,27025
2098.73,26910
2101.46,26963
2104.06,26900
2106.77,26713
2109.37,26789
2112.08,26562
2114.67,26501
2117.39,26306
2119.98,26273
2122.69,26226
2125.28,26218
2127.98,26063
2130.57,25992
2133.16,25837
2135.86,25880
2138.44,25838
2141.14,25656
2143.71,25561
2146.41,25568
2148.98,25517
2151.57,25430
2154.26,25397
2156.84,25411
2159.52,25277
2162.1,25138
2164.67,25212
2167.35,25125
2169.92,25176
2172.6,24859
2175.17,24788
2177.73,24691
2180.41,24690
2182.98,24588
2185.54,24304
2188.21,24146
2190.77,24126
2193.33,23876
2196,23932
2198.55,23742
2201.11,23616
2203.77,23612
2206.32,23678
2208.87,23574
2211.54,23553
2214.08,23682
2216.63,23753
2219.29,24015
2221.83,24299
2224.38,24497
2226.92,24737
2229.57,24795
2232.11,24725
2234.65,24502
2237.29,24125
2239.83,23662
2242.36,23112
2244.9,22739
2247.54,22563
2250.07,22280
2252.6,22101
2255.13,21764
2257.66,21565
2260.29,21657
2262.82,21482
2265.34,21251
2267.86,21320
2270.38,21155
2273.01,21055
2275.53,21062
2278.05,20848
2280.57,20856
2283.08,20628
2285.69,20588
2288.21,20590
2290.73,20484
2293.23,20449
2295.75,20346
2298.26,20317
2300.87,20298
2303.38,20313
2305.88,20416
2308.38,20834
2310.88,21302
2313.39,21024
2315.88,20441
2318.38,19908
2320.98,19757
2323.48,19467
2325.98,19449
2328.46,19488
2330.96,19445
2333.44,19383
2335.94,19170
2338.42,19207
2340.92,18974
2343.41,18949
2345.89,18933
2348.37,18944
2350.86,18604
2353.34,18696
2355.92,18526
2358.41,18393
2360.88,18387
2363.36,18309
2365.83,18278
2368.31,18163
2370.78,18034
2373.25,17884
2375.71,17819
2378.19,17724
2380.66,17643
2383.13,17571
2385.6,17422
2388.06,17263
2390.52,17206
2392.98,17134
2395.44,17040
2397.91,16911
2400.26,16886
2402.71,16867
2405.17,16875
2407.63,16869
2410.08,16643
2412.54,16620
2414.98,16491
2417.44,16409
2419.89,16389
2422.34,16310
2424.79,16016
2427.23,16119
2429.67,16000
2432.01,15968
2434.46,15826
2436.9,15697
2439.34,15601
2441.78,15603
2444.21,15510
2446.65,15399
2449.09,15331
2451.42,15239
2453.85,15219
2456.28,15079
2458.71,14975
2461.14,15093
2463.57,14892
2466,14803
2468.32,14900
2470.75,14822
2473.17,14744
2475.6,14755
2478.02,14635
2480.33,14682
2482.75,14683
2485.17,14647
2487.59,14578
2490.01,14621
2492.32,14585
2494.73,14467
2497.14,14444
2499.56,14547
2501.86,14354
2504.27,14440
2506.67,14300
2509.09,14310
2511.39,14264
2513.8,14313
2516.19,14286
2518.6,14258
2520.9,14097
2523.3,14179
2525.69,14091
2527.98,14168
2530.39,13913
2532.79,14019
2535.17,13964
2537.46,13972
2539.87,13822
2542.26,13798
2544.55,13740
2546.92,13715
2549.32,13646
2551.61,13617
2553.98,13573
2556.38,13547
2558.66,13529
2561.04,13518
2563.32,13491
2565.69,13586
2568.08,13584
2570.36,13548
2572.73,13543
2575.11,13585
2577.38,13529
2579.76,13618
2582.03,13619
2584.4,13599
2586.77,13481
2589.04,13384
2591.41,13442
2593.67,13338
2596.04,13365
2598.3,13445
2600.67,13302
2603.03,13292
2605.29,13229
2607.65,13188
2609.91,13302
2612.27,13072
2614.52,13172
2616.88,13222
2619.13,13114
2621.49,13187
2623.74,13155
2626.09,13159
2628.34,13153
2630.69,13154
2632.94,13232
2635.29,13230
2637.53,13114
2639.88,13263
2642.12,13155
2644.47,13288
2646.71,13264
2649.05,13297
2651.29,13370
2653.63,13274
2655.87,13322
2658.1,13268
2660.44,13190
2662.67,13261
2665.01,13185
2667.24,13303
2669.57,13213
2671.8,13586
2674.03,13303
2676.36,13299
2678.59,13311
2680.91,13297
2683.14,13288
2685.36,13432
2687.69,13436
2689.91,13625
2692.23,13584
2694.45,13905
2696.67,13843
2698.99,14207
2701.21,14205
2703.42,14325
2705.74,14276
2707.95,14319
2710.17,14263
2712.48,14304
2714.69,14009
2716.9,13963
2719.21,13549
2721.42,13465
2723.63,13102
2725.83,12861
2728.14,12645
2730.34,12470
2732.54,12184
2734.85,12076
2737.05,11899
2739.25,11813
2741.45,11595
2743.75,11707
2745.94,11590
2748.14,11461
2750.34,11418
2752.63,11337
2754.82,11469
2757.02,11442
2759.21,11372
2761.5,11490
2763.69,11516
2765.88,11585
2768.06,11603
2770.25,11735
2772.53,11873
2774.72,12027
2776.9,12147
2779.09,12251
2781.27,12412
2783.55,12518
2785.73,12660
2787.91,12877
2790.08,13043
2792.26,13350
2794.44,13689
2796.61,14018
2798.89,14419
2801.06,14799
2803.23,15382
2805.4,16086
2807.57,16842
2809.74,17653
2811.91,18734
2814.08,19995
2816.34,21387
2818.51,23022
2820.67,24979
2822.84,27326
2825,30070
2827.16,33481
2829.32,37688
2831.48,42128
2833.64,46355
2835.8,49479
2837.96,51430
2840.11,52069
2842.27,52130
2844.42,51668
2846.58,50985
2848.73,50560
2850.98,50139
2853.13,50361
2855.28,50571
2857.43,51082
2859.57,51607
2861.72,52140
2863.87,52535
2866.01,53317
2868.15,54280
2870.3,55234
2872.34,56383
2874.48,57301
2876.62,57936
2878.76,58275
2880.9,58425
2883.04,58421
2885.18,58415
2887.31,57964
2889.45,57599
2891.58,56991
2893.71,56250
2895.84,55759
2897.98,55179
2900.11,54626
2902.23,54326
2904.36,53774
2906.39,53598
2908.52,53024
2910.65,52772
2912.77,52260
2914.89,51772
2917.02,50836
2919.14,49958
2921.26,48473
2923.28,46785
2925.4,44842
2927.52,42973
2929.64,40770
2931.75,38622
2933.87,36804
2935.89,35226
2938,33874
2940.11,32649
2942.23,31423
2944.34,30496
2946.45,29271
2948.46,28279
2950.57,27071
2952.68,26029
2954.78,24675
2956.89,23645
2958.9,22463
2961,21361
2963.1,20323
2965.21,19612
2967.21,18620
2969.31,17902
2971.41,17029
2973.51,16362
2975.51,15856
2977.61,15380
2979.7,14942
2981.8,14786
2983.8,14574
2985.89,14512
2987.98,14588
2989.98,14485
2992.07,14385
2994.16,14276
2996.15,13929
2998.24,13486
3000.33,12781
3002.32,12079
3004.4,11333
3006.49,10624
3008.48,9915
3010.56,9391
3012.64,8840
3014.63,8391
3016.71,7896
3018.79,7577
3020.77,219
